# TITLE= "run64_thmin70_rmin50_a0p5_rv1e19_f0p01.f_IP.dat"
# Coord_Sys CYLIND
x z var inwind i j
2.2142e+16 4.4283e+14 0.00000e+00  -2   0   0
2.2142e+16 9.1261e+14 0.00000e+00  -1   0   1
2.2142e+16 9.6813e+14 0.00000e+00  -1   0   2
2.2142e+16 1.0270e+15 0.00000e+00  -1   0   3
2.2142e+16 1.0895e+15 0.00000e+00  -1   0   4
2.2142e+16 1.1558e+15 0.00000e+00  -1   0   5
2.2142e+16 1.2261e+15 0.00000e+00  -1   0   6
2.2142e+16 1.3007e+15 0.00000e+00  -1   0   7
2.2142e+16 1.3798e+15 0.00000e+00  -1   0   8
2.2142e+16 1.4638e+15 0.00000e+00  -1   0   9
2.2142e+16 1.5528e+15 0.00000e+00  -1   0  10
2.2142e+16 1.6473e+15 0.00000e+00  -1   0  11
2.2142e+16 1.7475e+15 0.00000e+00  -1   0  12
2.2142e+16 1.8538e+15 0.00000e+00  -1   0  13
2.2142e+16 1.9666e+15 0.00000e+00  -1   0  14
2.2142e+16 2.0862e+15 0.00000e+00  -1   0  15
2.2142e+16 2.2131e+15 0.00000e+00  -1   0  16
2.2142e+16 2.3478e+15 0.00000e+00  -1   0  17
2.2142e+16 2.4906e+15 0.00000e+00  -1   0  18
2.2142e+16 2.6421e+15 0.00000e+00  -1   0  19
2.2142e+16 2.8029e+15 0.00000e+00  -1   0  20
2.2142e+16 2.9734e+15 0.00000e+00  -1   0  21
2.2142e+16 3.1543e+15 0.00000e+00  -1   0  22
2.2142e+16 3.3462e+15 0.00000e+00  -1   0  23
2.2142e+16 3.5497e+15 0.00000e+00  -1   0  24
2.2142e+16 3.7657e+15 0.00000e+00  -1   0  25
2.2142e+16 3.9948e+15 0.00000e+00  -1   0  26
2.2142e+16 4.2378e+15 0.00000e+00  -1   0  27
2.2142e+16 4.4956e+15 0.00000e+00  -1   0  28
2.2142e+16 4.7691e+15 0.00000e+00  -1   0  29
2.2142e+16 5.0593e+15 0.00000e+00  -1   0  30
2.2142e+16 5.3670e+15 0.00000e+00  -1   0  31
2.2142e+16 5.6936e+15 0.00000e+00  -1   0  32
2.2142e+16 6.0399e+15 0.00000e+00  -1   0  33
2.2142e+16 6.4074e+15 0.00000e+00  -1   0  34
2.2142e+16 6.7972e+15 0.00000e+00  -1   0  35
2.2142e+16 7.2107e+15 0.00000e+00  -1   0  36
2.2142e+16 7.6494e+15 0.00000e+00  -1   0  37
2.2142e+16 8.1147e+15 0.00000e+00  -1   0  38
2.2142e+16 8.6084e+15 0.00000e+00  -1   0  39
2.2142e+16 9.1321e+15 0.00000e+00  -1   0  40
2.2142e+16 9.6877e+15 0.00000e+00  -1   0  41
2.2142e+16 1.0277e+16 0.00000e+00  -1   0  42
2.2142e+16 1.0902e+16 0.00000e+00  -1   0  43
2.2142e+16 1.1565e+16 0.00000e+00  -1   0  44
2.2142e+16 1.2269e+16 0.00000e+00  -1   0  45
2.2142e+16 1.3015e+16 0.00000e+00  -1   0  46
2.2142e+16 1.3807e+16 0.00000e+00  -1   0  47
2.2142e+16 1.4647e+16 0.00000e+00  -1   0  48
2.2142e+16 1.5538e+16 0.00000e+00  -1   0  49
2.2142e+16 1.6484e+16 0.00000e+00  -1   0  50
2.2142e+16 1.7486e+16 0.00000e+00  -1   0  51
2.2142e+16 1.8550e+16 0.00000e+00  -1   0  52
2.2142e+16 1.9679e+16 0.00000e+00  -1   0  53
2.2142e+16 2.0876e+16 0.00000e+00  -1   0  54
2.2142e+16 2.2146e+16 0.00000e+00  -1   0  55
2.2142e+16 2.3493e+16 0.00000e+00  -1   0  56
2.2142e+16 2.4923e+16 0.00000e+00  -1   0  57
2.2142e+16 2.6439e+16 0.00000e+00  -1   0  58
2.2142e+16 2.8047e+16 0.00000e+00  -1   0  59
2.2142e+16 2.9753e+16 0.00000e+00  -1   0  60
2.2142e+16 3.1564e+16 0.00000e+00  -1   0  61
2.2142e+16 3.3484e+16 0.00000e+00  -1   0  62
2.2142e+16 3.5521e+16 0.00000e+00  -1   0  63
2.2142e+16 3.7682e+16 0.00000e+00  -1   0  64
2.2142e+16 3.9974e+16 0.00000e+00  -1   0  65
2.2142e+16 4.2406e+16 0.00000e+00  -1   0  66
2.2142e+16 4.4986e+16 0.00000e+00  -1   0  67
2.2142e+16 4.7723e+16 0.00000e+00  -1   0  68
2.2142e+16 5.0626e+16 0.00000e+00  -1   0  69
2.2142e+16 5.3706e+16 0.00000e+00  -1   0  70
2.2142e+16 5.6973e+16 0.00000e+00  -1   0  71
2.2142e+16 6.0439e+16 0.00000e+00  -1   0  72
2.2142e+16 6.4116e+16 0.00000e+00  -1   0  73
2.2142e+16 6.8017e+16 0.00000e+00  -1   0  74
2.2142e+16 7.2155e+16 0.00000e+00  -1   0  75
2.2142e+16 7.6544e+16 0.00000e+00  -1   0  76
2.2142e+16 8.1201e+16 0.00000e+00  -1   0  77
2.2142e+16 8.6141e+16 0.00000e+00  -1   0  78
2.2142e+16 9.1381e+16 0.00000e+00  -1   0  79
2.2142e+16 9.6941e+16 0.00000e+00  -1   0  80
2.2142e+16 1.0284e+17 0.00000e+00  -1   0  81
2.2142e+16 1.0909e+17 0.00000e+00  -1   0  82
2.2142e+16 1.1573e+17 0.00000e+00  -1   0  83
2.2142e+16 1.2277e+17 0.00000e+00  -1   0  84
2.2142e+16 1.3024e+17 0.00000e+00  -1   0  85
2.2142e+16 1.3816e+17 0.00000e+00  -1   0  86
2.2142e+16 1.4657e+17 0.00000e+00  -1   0  87
2.2142e+16 1.5549e+17 0.00000e+00  -1   0  88
2.2142e+16 1.6495e+17 0.00000e+00  -1   0  89
2.2142e+16 1.7498e+17 0.00000e+00  -1   0  90
2.2142e+16 1.8563e+17 0.00000e+00  -1   0  91
2.2142e+16 1.9692e+17 0.00000e+00  -1   0  92
2.2142e+16 2.0890e+17 0.00000e+00  -1   0  93
2.2142e+16 2.2161e+17 0.00000e+00  -1   0  94
2.2142e+16 2.3509e+17 0.00000e+00  -1   0  95
2.2142e+16 2.4939e+17 0.00000e+00  -1   0  96
2.2142e+16 2.6456e+17 0.00000e+00  -1   0  97
2.2142e+16 2.8066e+17 0.00000e+00  -1   0  98
2.2142e+16 2.9773e+17 0.00000e+00  -1   0  99
2.2142e+16 3.1584e+17 0.00000e+00  -1   0 100
2.2142e+16 3.3506e+17 0.00000e+00  -1   0 101
2.2142e+16 3.5544e+17 0.00000e+00  -1   0 102
2.2142e+16 3.7707e+17 0.00000e+00  -1   0 103
2.2142e+16 4.0001e+17 0.00000e+00  -1   0 104
2.2142e+16 4.2434e+17 0.00000e+00  -1   0 105
2.2142e+16 4.5016e+17 0.00000e+00  -1   0 106
2.2142e+16 4.7754e+17 0.00000e+00  -1   0 107
2.2142e+16 5.0659e+17 0.00000e+00  -1   0 108
2.2142e+16 5.3741e+17 0.00000e+00  -1   0 109
2.2142e+16 5.7011e+17 0.00000e+00  -1   0 110
2.2142e+16 6.0479e+17 0.00000e+00  -1   0 111
2.2142e+16 6.4158e+17 0.00000e+00  -1   0 112
2.2142e+16 6.8062e+17 0.00000e+00  -1   0 113
2.2142e+16 7.2202e+17 0.00000e+00  -1   0 114
2.2142e+16 7.6595e+17 0.00000e+00  -1   0 115
2.2142e+16 8.1254e+17 0.00000e+00  -1   0 116
2.2142e+16 8.6198e+17 0.00000e+00  -1   0 117
2.2142e+16 9.1442e+17 0.00000e+00  -1   0 118
2.2142e+16 9.7005e+17 0.00000e+00  -1   0 119
2.2142e+16 1.0291e+18 0.00000e+00  -1   0 120
2.2142e+16 1.0917e+18 0.00000e+00  -1   0 121
2.2142e+16 1.1581e+18 0.00000e+00  -1   0 122
2.2142e+16 1.2285e+18 0.00000e+00  -1   0 123
2.2142e+16 1.3033e+18 0.00000e+00  -1   0 124
2.2142e+16 1.3826e+18 0.00000e+00  -1   0 125
2.2142e+16 1.4667e+18 0.00000e+00  -1   0 126
2.2142e+16 1.5559e+18 0.00000e+00  -1   0 127
2.2142e+16 1.6505e+18 0.00000e+00  -1   0 128
2.2142e+16 1.7510e+18 0.00000e+00  -1   0 129
2.2142e+16 1.8575e+18 0.00000e+00  -1   0 130
2.2142e+16 1.9705e+18 0.00000e+00  -1   0 131
2.2142e+16 2.0904e+18 0.00000e+00  -1   0 132
2.2142e+16 2.2175e+18 0.00000e+00  -1   0 133
2.2142e+16 2.3524e+18 0.00000e+00  -1   0 134
2.2142e+16 2.4955e+18 0.00000e+00  -1   0 135
2.2142e+16 2.6474e+18 0.00000e+00  -1   0 136
2.2142e+16 2.8084e+18 0.00000e+00  -1   0 137
2.2142e+16 2.9793e+18 0.00000e+00  -1   0 138
2.2142e+16 3.1605e+18 0.00000e+00  -1   0 139
2.2142e+16 3.3528e+18 0.00000e+00  -1   0 140
2.2142e+16 3.5568e+18 0.00000e+00  -1   0 141
2.2142e+16 3.7732e+18 0.00000e+00  -1   0 142
2.2142e+16 4.0027e+18 0.00000e+00  -1   0 143
2.2142e+16 4.2462e+18 0.00000e+00  -1   0 144
2.2142e+16 4.5045e+18 0.00000e+00  -1   0 145
2.2142e+16 4.7786e+18 0.00000e+00  -1   0 146
